Nam15,1,11,3,ant1.4,77,373,1.0,0.0,0.0,0.0,0.45454545454545453,0.775,0.543859649122807,0.6391752577319588,0.42974165091367356,0.08237596103749921,0.5361486486486486,0.5224511634260733,0.775,0.2972972972972973,0.7027027027027027,0.225,31.0,9.0,11.0,26.0
Nam15,1,11,3,ant1.5,62,373,1.0,0.0,0.0,0.0,0.3225806451612903,0.96875,0.62,0.7560975609756097,0.53198127925117,0.42427225273925756,0.6677083333333333,0.6390449313659421,0.96875,0.36666666666666664,0.6333333333333333,0.03125,31.0,1.0,11.0,19.0
Nam15,1,11,3,ant1.7,321,373,1.0,0.0,0.0,0.0,0.308411214953271,0.9397590361445783,0.636734693877551,0.7591240875912408,0.5860655737704917,0.42972957411156243,0.6827827438787407,0.6337722507777841,0.9397590361445783,0.4258064516129032,0.5741935483870968,0.060240963855421686,156.0,10.0,66.0,89.0
Nam15,1,11,3,pbeans1.0,12,373,0.0,0.0,0.0,1.0,0.25,0.5,1.0,0.6666666666666666,0.6666666666666666,0.5773502691896257,0.75,0.4377772848269743,0.5,1.0,0.0,0.5,3.0,3.0,6.0,0.0
Nam15,1,11,3,poi3.0,331,373,1.0,0.0,0.0,1.0,0.28700906344410876,0.8235294117647058,0.6829268292682927,0.7466666666666667,0.6917138445702522,0.4321359793644235,0.7099013518450858,0.6386811899956394,0.8235294117647058,0.5962732919254659,0.40372670807453415,0.17647058823529413,140.0,30.0,96.0,65.0
Nam15,1,11,3,tomcat,151,373,1.0,0.0,0.0,1.0,0.2251655629139073,0.922077922077922,0.7171717171717171,0.8068181818181818,0.7426102773988176,0.572006444584253,0.7718497718497719,0.6638140518385454,0.922077922077922,0.6216216216216216,0.3783783783783784,0.07792207792207792,71.0,6.0,46.0,28.0
Nam15,1,11,3,ant1.6,181,373,1.0,0.0,0.0,0.0,0.30939226519337015,0.9456521739130435,0.6304347826086957,0.7565217391304347,0.5883085683779695,0.437702996367011,0.6863092330239374,0.6114927764940375,0.9456521739130435,0.42696629213483145,0.5730337078651685,0.05434782608695652,87.0,5.0,38.0,51.0
Nam15,1,11,3,ant1.3,40,373,1.0,0.0,0.0,0.0,0.325,1.0,0.6060606060606061,0.7547169811320755,0.5185185185185185,0.4605661864718383,0.675,0.6310205332516089,1.0,0.35,0.65,0.0,20.0,0.0,7.0,13.0
Nam15,1,11,3,velocity1.4,97,373,0.0,0.0,0.0,0.0,0.5876288659793815,0.4583333333333333,0.41509433962264153,0.43564356435643564,0.40782698249227595,-0.1750656436983145,0.41284013605442177,0.4292729494242319,0.4583333333333333,0.3673469387755102,0.6326530612244898,0.5416666666666666,22.0,26.0,18.0,31.0
Nam15,1,11,3,velocity1.4,97,373,0.0,0.0,0.0,0.0,0.5876288659793815,0.4583333333333333,0.41509433962264153,0.43564356435643564,0.40782698249227595,-0.1750656436983145,0.41284013605442177,0.4292729494242319,0.4583333333333333,0.3673469387755102,0.6326530612244898,0.5416666666666666,22.0,26.0,18.0,31.0
Nam15,1,11,3,poi1.5,194,373,1.0,0.0,0.0,0.0,0.35051546391752575,0.8775510204081632,0.6056338028169014,0.7166666666666666,0.5650459921156373,0.33210207369747274,0.6471088435374149,0.6133989562560987,0.8775510204081632,0.4166666666666667,0.5833333333333334,0.12244897959183673,86.0,12.0,40.0,56.0
Nam15,1,11,3,poi1.5,194,373,1.0,0.0,0.0,0.0,0.35051546391752575,0.8775510204081632,0.6056338028169014,0.7166666666666666,0.5650459921156373,0.33210207369747274,0.6471088435374149,0.6133989562560987,0.8775510204081632,0.4166666666666667,0.5833333333333334,0.12244897959183673,86.0,12.0,40.0,56.0
Nam15,1,11,3,velocity1.5,144,373,0.0,0.0,0.0,0.0,0.3888888888888889,0.4722222222222222,0.6538461538461539,0.5483870967741936,0.5795454545454545,0.23132597278649608,0.6111111111111112,0.41010580801485724,0.4722222222222222,0.75,0.25,0.5277777777777778,34.0,38.0,54.0,18.0
Nam15,1,11,3,poi2.0,71,373,1.0,0.0,0.0,0.0,0.39436619718309857,0.8648648648648649,0.5818181818181818,0.6956521739130435,0.47090301003344476,0.22525098012401099,0.5941971383147854,0.6785936925445856,0.8648648648648649,0.3235294117647059,0.6764705882352942,0.13513513513513514,32.0,5.0,11.0,23.0
Nam15,1,11,3,pbeans2.0,19,373,1.0,0.0,0.0,1.0,0.3157894736842105,0.7,0.7,0.7,0.6829268292682927,0.36666666666666664,0.6833333333333333,0.5746088435374149,0.7,0.6666666666666666,0.3333333333333333,0.3,7.0,3.0,6.0,3.0
Nam15,1,11,3,lucene2.0,177,373,1.0,0.0,0.0,1.0,0.327683615819209,0.8351648351648352,0.6386554621848739,0.7238095238095237,0.625514403292181,0.35689535145729073,0.6675824175824175,0.6004741221934763,0.8351648351648352,0.5,0.5,0.16483516483516483,76.0,15.0,43.0,43.0
Nam15,1,11,3,poi2.5,281,373,1.0,0.0,0.0,0.0,0.37722419928825623,0.7708333333333334,0.6032608695652174,0.676829268292683,0.5817467141628793,0.250206903571968,0.6189933090024331,0.5933262630101958,0.7708333333333334,0.46715328467153283,0.5328467153284672,0.22916666666666666,111.0,33.0,64.0,73.0
Nam15,1,11,3,lucene2.2,213,373,0.0,0.0,0.0,0.0,0.431924882629108,0.6727272727272727,0.5692307692307692,0.6166666666666667,0.5437773608505316,0.1322274721285118,0.5645189761694616,0.5030183390589483,0.6727272727272727,0.4563106796116505,0.5436893203883495,0.32727272727272727,74.0,36.0,47.0,56.0
