version,size_test,size_training,succHe_DT,succZi_DT,succG75_DT,succG60_DT,error_DT,recall_DT,precision_DT,fscore_DT,gscore_DT,mcc_DT,auc_DT,aucec_DT,tpr_DT,tnr_DT,fpr_DT,fnr_DT,tp_DT,fn_DT,tn_DT,fp_DT
ant-1.3.csv,125,11415,0.0,0.0,0.0,0.0,0.52,0.95,0.2289156626506024,0.3689320388349514,0.5534635879218471,0.2642607742285848,0.6702380952380952,0.5305909971086765,0.95,0.3904761904761905,0.6095238095238096,0.05,19.0,1.0,41.0,64.0
ant-1.4.csv,178,11415,0.0,0.0,0.0,0.0,0.5280898876404494,0.725,0.25892857142857145,0.381578947368421,0.5143502096098033,0.10676621745564492,0.5617753623188406,0.5334006827198083,0.725,0.39855072463768115,0.6014492753623188,0.275,29.0,11.0,55.0,83.0
ant-1.5.csv,293,11415,0.0,0.0,0.0,1.0,0.4880546075085324,0.9375,0.17543859649122806,0.2955665024630541,0.6169665809768637,0.25136405184175137,0.6986350574712644,0.5880971630268705,0.9375,0.45977011494252873,0.5402298850574713,0.0625,30.0,2.0,120.0,141.0
ant-1.6.csv,351,11415,0.0,0.0,0.0,1.0,0.4045584045584046,0.9130434782608695,0.3853211009174312,0.5419354838709678,0.6314649987972095,0.3586920167254096,0.6978344804431761,0.5814416902334208,0.9130434782608695,0.4826254826254826,0.5173745173745173,0.08695652173913043,84.0,8.0,125.0,134.0
ant-1.7.csv,745,11415,0.0,0.0,0.0,1.0,0.42818791946308726,0.9216867469879518,0.3333333333333333,0.4896,0.6238601993950935,0.3364385083976919,0.6965946688307635,0.5670547786175696,0.9216867469879518,0.47150259067357514,0.5284974093264249,0.0783132530120482,153.0,13.0,273.0,306.0
camel-1.0.csv,339,10424,0.0,0.0,0.0,1.0,0.3775811209439528,0.6153846153846154,0.061068702290076333,0.1111111111111111,0.6190203926052983,0.09389519641072598,0.6190420009438414,0.48237459880056466,0.6153846153846154,0.6226993865030674,0.3773006134969325,0.38461538461538464,8.0,5.0,203.0,123.0
camel-1.2.csv,608,10424,0.0,0.0,0.0,0.0,0.4276315789473684,0.4537037037037037,0.4083333333333333,0.4298245614035088,0.5302112188365651,0.08955006491831584,0.54572940287226,0.39945851027341833,0.4537037037037037,0.6377551020408163,0.3622448979591837,0.5462962962962963,98.0,118.0,250.0,142.0
camel-1.4.csv,872,10424,0.0,0.0,0.0,1.0,0.3543577981651376,0.6413793103448275,0.26571428571428574,0.37575757575757573,0.6439257224092338,0.21866585533420477,0.6439358725039132,0.4829142993755976,0.6413793103448275,0.6464924346629987,0.3535075653370014,0.3586206896551724,93.0,52.0,470.0,257.0
camel-1.6.csv,965,10424,0.0,0.0,0.0,0.0,0.3772020725388601,0.5319148936170213,0.26595744680851063,0.35460992907801414,0.5829377268919297,0.1435095004045995,0.588351269202333,0.43055691214123804,0.5319148936170213,0.6447876447876448,0.3552123552123552,0.46808510638297873,100.0,88.0,501.0,276.0
ckjm.csv,10,12913,1.0,0.0,0.0,0.0,0.3,1.0,0.625,0.7692307692307693,0.5714285714285715,0.5,0.7,0.6457454050374405,1.0,0.4,0.6,0.0,5.0,0.0,2.0,3.0
forrest-0.7.csv,29,12894,0.0,0.0,0.0,0.0,0.4827586206896552,0.8,0.23529411764705882,0.3636363636363636,0.5827814569536425,0.19813262211890403,0.6291666666666667,0.478661257606491,0.8,0.4583333333333333,0.5416666666666666,0.2,4.0,1.0,11.0,13.0
ivy-1.1.csv,111,12074,0.0,0.0,0.0,1.0,0.3153153153153153,0.6984126984126984,0.7333333333333333,0.7154471544715446,0.6821705426356589,0.362925485720549,0.6825396825396826,0.5479842921584094,0.6984126984126984,0.6666666666666666,0.3333333333333333,0.30158730158730157,44.0,19.0,32.0,16.0
ivy-1.4.csv,241,12074,0.0,0.0,0.0,1.0,0.4730290456431535,0.875,0.1111111111111111,0.19718309859154926,0.6381605486083098,0.18802444993533055,0.6886111111111111,0.5746202729143468,0.875,0.5022222222222222,0.49777777777777776,0.125,14.0,2.0,113.0,112.0
ivy-2.0.csv,352,12074,0.0,0.0,0.0,1.0,0.4346590909090909,0.9,0.1945945945945946,0.32,0.6611086074808472,0.26848746174720567,0.7112179487179487,0.5358039284941158,0.9,0.5224358974358975,0.4775641025641026,0.1,36.0,4.0,163.0,149.0
log4j-1.0.csv,135,12557,0.0,0.0,0.0,1.0,0.362962962962963,0.7352941176470589,0.38461538461538464,0.5050505050505051,0.6631876494890193,0.29472710732150437,0.6696272568433314,0.4922802477527277,0.7352941176470589,0.6039603960396039,0.39603960396039606,0.2647058823529412,25.0,9.0,61.0,40.0
log4j-1.1.csv,109,12557,1.0,0.0,1.0,1.0,0.26605504587155965,0.8648648648648649,0.5714285714285714,0.6881720430107527,0.7529411764705883,0.5035750387236797,0.7657657657657657,0.6027523159632702,0.8648648648648649,0.6666666666666666,0.3333333333333333,0.13513513513513514,32.0,5.0,48.0,24.0
log4j-1.2.csv,205,12557,0.0,0.0,0.0,0.0,0.47804878048780486,0.5185185185185185,0.9333333333333333,0.6666666666666667,0.5396145610278371,0.04347909956249591,0.5405092592592593,0.44246857794552275,0.5185185185185185,0.5625,0.4375,0.48148148148148145,98.0,91.0,9.0,7.0
lucene-2.0.csv,195,12274,1.0,0.0,0.0,1.0,0.31794871794871793,0.7032967032967034,0.6464646464646465,0.6736842105263158,0.6827986084267491,0.36598563032137155,0.6833791208791209,0.5351052813105147,0.7032967032967034,0.6634615384615384,0.33653846153846156,0.2967032967032967,64.0,27.0,69.0,35.0
